osm_id,osm_type,name,lat,lon,name_en,alt_name,website,phone,email,opening_hours,addr_city,addr_country,addr_street,addr_postcode,wikipedia,wikidata,fee,access,operator,description,leisure,garden_type
544153043,way,Georgien Hochstaudenflur,,,,,,,,,,,,,,,,,,,garden,botanical
544509140,way,Biologischer Forschungsbereich,,,,,,,,,,,,,,,,private,,,garden,botanical
544958782,way,System,,,,,,,,,,,,,,,,,,,garden,botanical
544958783,way,Asien,,,Asia,,,,,,,,,,,,,,,,garden,botanical
544958784,way,Alpinum,,,,,,,,,,,,,,,,,,,garden,botanical
544958785,way,Arzneigarten,,,Medicine Garden,,,,,,,,,,,,,,,,garden,botanical
544958786,way,Europa,,,Europe,,,,,,,,,,,,,,,,garden,botanical
544958787,way,Rhododendronhang,,,Rhododendrons,,,,,,,,,,,,,,,,garden,botanical
544958788,way,Ökologie,,,Ecology,,,,,,,,,,,,,,,,garden,botanical
544958789,way,Amerika,,,America,,,,,,,,,,,,,,,,garden,botanical
546413519,way,Jardín Botánico Molino de Inca,,,"Botanical garden ""Molino del Inca""",,,,,"Tu-Su 11:30-14:00, 18:00-21:00",,,,,es:Jardín Botánico Molino de Inca,Q1683460,yes,,,,garden,botanical
548140157,way,Epochen-Kräutergarten,,,,,,,,,,,,,,,,yes,Gemeinde Bubikon,,garden,botanical
549065839,way,იასამნების ბაღი,,,Lilac Garden,Syringarium,,,,,,,,,,,no,customers,ეროვნული ბოტანიკური ბაღი,"75-მდე ჯიშის იასამანის კოლექცია. ყვავილობის პერიოდი გრძელდება 20-22 დღე, იწყება აპრილის შუა რიცხვებში და ზოგჯერ მაისამდე გრძელდება. ბაღის ფართობი 1400 კვადრატული მეტრია.",garden,botanical
549569799,way,Ethel M. Chocolate Factory Garden,,,,,,,,,,,,,,,,customers,,,garden,botanical
549643236,way,Trans-California Pathway,,,,,,,,,,,,,,,no,yes,,,garden,botanical
549688688,way,Gärten der Welt,,,,,https://gruen-berlin.de/gaerten-der-welt,,,Mo-Su 09:00-sunset,Berlin,,,,de:Gärten der Welt,Q464302,yes,,Grünberlin,,garden,botanical
551340974,way,Botanical Garden of the Ozarks,,,,,,,,,,,,,,Q4948441,,customers,,,garden,botanical
551593150,way,Cultiavted Garden,,,,,,,,,,,,,,,,yes,,,garden,botanical
551593152,way,Rose Garden,,,,,,,,,,,,,,,,yes,,,garden,botanical
552291472,way,大阪市立長居植物園,,,Nagai Botanical Garden,,,,,,,,,,en:Nagai Botanical Garden,Q6149771,,,,,garden,botanical
555009255,way,The Savill Garden,,,,,https://www.windsorgreatpark.co.uk/explore/the-gardens/the-savill-garden/,,,Mo-Su 09:00-18:00,,,,,,Q7428238,,customers,,,garden,botanical
556001590,way,สวนพฤกษศาสตร์,,,Botanical Garden,,,,,,,,,,,,,,,,garden,botanical
556908888,way,Taman Pertanian Jubli Perak Sultan Haji Ahmad Shah,,,Sultan Haji Ahmad Shah Silver Jubilee Agricultural Park,,,,,,,,,,,,,,,,garden,botanical
557011612,way,"גן הקקטוסים ע""ש כדורי",,,Kaduri Cactus Garden,,,,,,,,,,,,,,,,garden,botanical
557513927,way,Robert F. Ench Teaching Gardens,,,,,,,,,,,,,,,,,,,garden,botanical
558124072,way,風土記植物園,,,,,,,,,,,,,,,,,,,garden,botanical
558329722,way,Parc Oriental,,,,,https://www.parc-oriental.com,+33 2 41 55 50 14,contact@parc-oriental.com,Mo-Su 10:30-17:30,,,,,fr:Parc oriental de Maulévrier,Q3364653,yes,customers,,,park,botanical
558385604,way,Savannah Botancial Gardens,,,,,https://www.savannahbotanical.org/,,,,,,,,,,,,,,garden,botanical
565943328,way,St. George Village Botanical Gardens,,,,,https://sgvbg.org/,,infoatthegarden@gmail.com,,,,,,,Q2178787,,,,,garden,botanical
567734053,way,Giardino del Museo di Scienze della terra,,,,,,,,,,,,,,,,,,,garden,botanical
568565919,way,Parque del Drago,,,,,https://parquedeldrago.sacatuentrada.es/es,+34 922 812226,,"Mo-We 09:00-19:30 ""Summer""; Th-Su 09:30-19:30 ""Summer""; Mo-We 09:00-18:30 ""Winter""; Th-Su 09:30-18:30 ""Winter""",,,,,,,yes,,,,garden,botanical
569026049,way,Heemtuin Leiderdorp,,,,,https://www.ivn.nl/afdeling/leidse-regio/heemtuin-leiderdorp/,,,"Apr-Oct: Mo-Fr 08:00-16:45, Apr-Oct: Sa-Su 15:00-16:45; Nov-Mar: Mo-Fr 08:00-16:00; Jan 01, Dec 25, Dec 26 closed",,,,,,,,,,,garden,botanical
569967043,way,Ботанический сад им. Б.А. Келлера,,,,Ботаническая опытная станция им. Б. А. Келлера ВГАУ,http://www.vsau.ru/управление_по_организации_научной_деятельности/ботанический_сад_имени_Б.А._Келлера,,,,,,,,,,,,Воронежский государственный аграрный университет,,garden,botanical
572923419,way,Агробиостанция ВГПУ,,,,,http://pravo.govvrn.ru/content/постановление-правительства-воронежской-области-от-21022018-№-180,,,,,,,,,,,,Воронежский Государственный Педагогический Университет,,garden,botanical
573360796,way,The Secret Garden,,,,,,,,,,,,,,,no,yes,,Little Garden hidden in the city,garden,botanical
574420508,way,Nutzpflanzengarten,,,,,https://www.botgart.uni-bonn.de/de/die-gaerten/nutzpflanzengarten,,,,,,,,,,,yes,Universität Bonn,,garden,botanical
574826762,way,Nutzpflanzengarten,,,,,https://www.botgart.uni-bonn.de/de/die-gaerten/nutzpflanzengarten,,,"Mar-Oct: daily 10:00-18:00, Nov-Feb: Mo-Fr 10:00-16:00",,,,,,,,yes,Universität Bonn,,garden,botanical
574980864,way,Rosen-Schaugarten,,,,,,,,,,,,,,,,,Rosen Union eG,,garden,botanical
576734446,way,Jardín Botánico Ntra. Sra. del Huerto,,,,,,,,,,,,,,,,,,,garden,botanical
580827811,way,גינת האבולוציה של הצמח,,,Plant Evolution Garden,,https://science.huji.ac.il/campusGallery,,,,,,,,,,no,,,,garden,botanical
583834927,way,REPSA Zona de Amortiguamiento A10 Jardín Botánico,,,,Reserva Ecologica del Pedregal de San Angel (REPSA) Nucleo Poniente,,,,,,,,,,,,,Universidad Nacional Autónoma de México,,nature_reserve,botanical
584471228,way,The Sustainable Garden,,,,,,,,,,,,,,,,,,,garden,botanical
584680765,way,玉露の里 椿園,,,,,,,,,,,,,,,,yes,,,garden,botanical
584836862,way,Villa Comunale,,,,,,,,,,,,,,,,,,,garden,botanical
585097364,way,Potager Royal: orto di ponente,,,,,,,,,,,,,,,,,,,garden,botanical
585097365,way,Potager Royal: orto di levante,,,,,,,,,,,,,,,,,,,garden,botanical
585472395,way,Monoculture,,,,,,,,,,,,,,,no,,,,garden,botanical
585899090,way,云浮市植物园,,,,,,,,,,,,,,,,,,,garden,botanical
589095728,way,South Texas Botanical Garden & Nature Center,,,,,https://stxbot.org/,+1 361-852-2100,,09:00-18:00,Corpus Christi,,South Staples Street,78413,en:South Texas Botanical Gardens & Nature Center,Q7568633,yes,,,,garden,botanical
589868286,way,Roseraie de Bagatelle,,,,,,,,,,,,,fr:Roseraie de Bagatelle,Q3105145,no,yes,,,garden,botanical
590302495,way,Elandan Gardens,,,,,https://elandan.com/,,,,,,,,,,yes,customers,Dan Robinson,"World-class bonsai collection and landscape artistry. The bonsai museum is set among ponds, waterfalls, sculptures and lush gardens on the shores of Puget Sound.",garden,botanical
591049489,way,New Orleans Botanical Gardens,,,,,,,,,,,,,en:New Orleans Botanical Garden,Q7010698,,,,,garden,botanical
591209229,way,Jardin de la Pichée,,,,,https://monblognectar.123siteweb.fr/,+33 6 35275033,nectar.pichee@laposte.net,,,,,,,,,,Association NECTAR,,garden,botanical
592223811,way,Vergeten moestuin,,,,,,,,,,,,,,,,,,,garden,botanical
592223812,way,Wereldmoestuin,,,,,,,,,,,,,,,,,,,garden,botanical
592223813,way,Medicinale planten,,,,,,,,,,,,,,,,,,,garden,botanical
592533357,way,Bloemenakker,,,,,,,,,,,,,,,,,,,garden,botanical
592533359,way,Schaduwzijde,,,,,,,,,,,,,,,,,,,garden,botanical
592533361,way,Heide,,,,,,,,,,,,,,,,,,,garden,botanical
592533362,way,Duinvegetatie,,,,,,,,,,,,,,,,,,,garden,botanical
592533365,way,Mediterrane kruiden,,,,,,,,,,,,,,,,,,,garden,botanical
592533370,way,Fruittuin,,,,,,,,,,,,,,,,,,,garden,botanical
592533371,way,Akkergewassen,,,,,,,,,,,,,,,,,,,garden,botanical
592678955,way,Les Chemins de la Rose,,,,,,+33 2 41 59 95 95,contact@lescheminsdelarose.com,"Apr 01-May 04: Mo-Fr 10:00-12:30,14:00-18:00; Apr 01-May 04,Oct 01-Nov 30: We off; Apr 01-May 04,Oct 01-Nov 30: Sa,Su 10:00-13:00; May 05-Aug 31: 10:00-19:00; Sep 01-30: 10:00-12:30,14:00-18:00; Oct 01-Nov 30: Mo-Fr 10:00-12:30,14:00-17:00; Nov 01: off",,,,,,,yes,,,,garden,botanical
593117573,way,Grands Jardins de Normandin,,,,,,+1-418-274-1993,,,Normandin,,Avenue du Rocher,G8M 4S6,,,,,,,garden,botanical
595661351,way,名城公園フラワープラザ,,,Meijō Park Flower Plaza,,,,,09:00-16:30,,,,,,Q113988722,,,,,,botanical
598597701,way,Alpengarten,,,,,,,,,,,,,,,,no,,"Mutterpflanzen, Nach- und Aufzucht",garden,botanical
599506068,way,Allwood Gardens,,,,,,,,,,,,,,,,,,,garden,botanical
600845251,way,Jardín Botánico Eguarás,,,,,,,,,,,,,,,,,,,garden,botanical
601353420,way,Líthica-Pedreres de s’Hostal,,,,,https://lithica.es/,,,,,,,,,,,,,,garden,botanical
602619251,way,Botanical Gardens at Asheville,,,,,https://ashevillebotanicalgardens.org/,+1-828252-5190,office@ashevillebotanicalgardens.org,sunrise-sunset,Asheville,,W.T. Weaver Boulevard,28804,en:Botanical Gardens at Asheville,Q4948448,,yes,,A collection of various greenery that is found in North Carolina.,garden,botanical
603921549,way,金沙植物园,,,,,,,,,,,,,,,,,,,garden,botanical
605659628,way,Major-Garten,,,,,,,,,,,,,,,,,,,garden,botanical
605771352,way,Jardín Francés y Rosedal,,,,,,,,,,,,,,,yes,yes,Jardín Botánico Nacional,,garden,botanical
609907051,way,池田池公園 菖蒲園,,,,,,,,,,,,,,,,,,,garden,botanical
610014713,way,Merendero,,,,,,,,,,,,,,,,yes,,,garden,botanical
610593560,way,Belize Botanical Gardens,,,,,,,,,,,,,,Q427979,,,,,garden,botanical
612064947,way,Jardín Botánico El Castillejo,,,,,,,,,,,,,,,,,,,garden,botanical
612068810,way,Parc botanique de Cornouaille,,,,,,,,,,,,,,Q7136391,,,,,park,botanical
613115001,way,Viles Arboretum,,,,,https://vilesarboretum.org/,,,,,,,,,Q7930160,,,,,garden,botanical
615545720,way,北海市第一植物园,,,,,,,,,,,,,,,,,,,garden,botanical
615884695,way,Lehr- und Demonstrationsgarten,,,,,https://www.hs-nb.de/fachbereich-agrarwirtschaft-und-lebensmittelwissenschaften/schaugarten/,,,,,,,,,,,yes,,,garden,botanical
616080819,way,Hochschulgarten,,,,,,,,,,,,,,,,yes,,,garden,botanical
616781085,way,Mittelmeer,,,,,,,,,,,,,,,,,,Mittelmeerpflanzen,garden,botanical
617435201,way,Arboretum de Bertrix,,,,,,,,,,,,,,,,,,,garden,botanical
618087939,way,Alpenpflanzengarten Vorderkaiserfelden,,,,,https://www.vzsb.de/alpenpflanzengarten.php,,,May-Oct: 00:00-24:00,,,,,de:Alpenpflanzengarten Vorderkaiserfelden,Q38232987,no,yes,Verein zum Schutz der Bergwelt e.V.,,garden,botanical
618229126,way,Weltacker,,,,,,+49 30 28482320,info@weltacker-berlin.de,,,,,,,,no,yes,Weltacker Berlin,,garden,botanical
619132685,way,Labirinto Vegetale del Parco,,,,,,,,,,,,,,,no,,,,garden,botanical
620951892,way,Jardin de Lostanges,,,,,,+335 55 25 47 78;+336 22 81 05 53,labardephilippe@orange.fr,"May,Jun,Sep PH,Sa,Su 14:00-18:00; Jul,Aug Mo-Su 14:00-19:00",,,,,,,yes,,,,garden,botanical
623249112,way,Alaska Botanical Garden,,,,,,,,,Anchorage,US,Campbell Airstrip Road,99507,en:Alaska Botanical Garden,Q1129875,,,,,garden,botanical
624533391,way,Parque Ambiental de Saudade.,,,,,,,,,,,,,,,,,,,park,botanical
625326353,way,Schaugarten Mpipz,,,,,,,,,,,,,,,,private,,,garden,botanical
625853015,way,Konventgarten,,,,,,,,,,,,,,,,,,,garden,botanical
626281052,way,Fay Hyland Botanical Garden,,,,,,,,,,,,,,,,,,,garden,botanical
628612937,way,بوستان سعید صالحی,,,,,,,,,,,,,,,,,,,garden,botanical
628747250,way,Olive Garden And Nursery,,,,,,,,,,,,,,,,,,,garden,botanical
629137710,way,Bennett Arboretum Oak Collection,,,,,,,,,,,,,,,,yes,,,garden,botanical
630283736,way,Afrika,,,,,,,,,,,,,,,,,,,garden,botanical
630283737,way,Afrika,,,,,,,,,,,,,,,,,,,garden,botanical
631597932,way,Kapland Südafrika,,,,,,,,,,,,,,,,,,,garden,botanical
632879718,way,梅河口长白山植物园,,,,,,,,,,,,,,,,,,,garden,botanical
635517459,way,湛江南亚热带植物园,,,,,,,,,,,,,,,,,,,garden,botanical
637446220,way,Jardin du Quercy,,,,,https://www.lesjardinsdequercy.fr/,,,,,,,,,,,,,,garden,botanical
637657513,way,The Labyrinth,,,,,https://mbgna.umich.edu/labyrinth,,,"Tu,Th-Su 10:00-16:30; We 10:00-20:30",Ann Arbor,,,,,,no,yes,University of Michigan,,garden,botanical
638750515,way,"Ботанічний заказник ""Аркадівський""",,,"Botanical reserve ""Arkadivs'kyi""",,,,,,,,,,,,,,,,garden,botanical
642193161,way,Botanisk Hage,,,,,https://www.uib.no/arboretet/plantesamlingene/botanisk-hage,+47 55587250,post@arboretet.uib.no,24/7,,,,,,,no,yes,Universitetet i Bergen,,garden,botanical
642501339,way,厦门华侨亚热带植物引种园,,,,,,,,,,,,,,,,,,,garden,botanical
643248046,way,식물문화센터,,,Botanical Culture Center,,,,,,,,,,,,,,,,garden,botanical
644903172,way,Jardin Botanique du Désert,,,,,,+590 690 858 533,cactophilesdesantilles@orange.fr,,,,,,,,yes,yes,Cactophiles des Antilles,,garden,botanical
646151424,way,白马寺山植物园,,,,,,,,,,,,,,,,,,,garden,botanical
647237821,way,Алтай ботаника бағы,,,Altay botanical garden,,,,,,Риддер,,улица Ермакова,,ru:Алтайский ботанический сад,Q4062924,,yes,,,garden,botanical
648698699,way,Aboretum Ranomafana,,,,,,,,,,,,,,,,,,,garden,botanical
649213512,way,Tomatier,,,,,,,,,,,,,,,,,,,garden,botanical
650570640,way,Jardi de Plantes Medicinals de La les Monges,,,,,,,,,,,,,,,,yes,,,garden,botanical
652379890,way,Conservatoire Botanique National de Bailleul,,,,,https://www.cbnhdf.fr/,,,,,,,,,,yes,private,,,garden,botanical
655760656,way,Horsehoe Garden,,,,,,,,,,,,,,,,,Fort Worth Botanic Garden,,garden,botanical
656258761,way,Kurfürstin-Anna-Garten,,,,,,,,,,,,,,,,,,,garden,botanical
659469923,way,Burrendong Botanic Garden and Arboretum,,,,,,,,Mo-Su sunrise-sunset,,,Tara Road,2820,,Q5000425,,,,,garden,botanical
661458570,way,国家植物园（南园）,,,"National Botanical Garden, Chinese Academy of Sciences",,https://garden.ibcas.ac.cn/index.htm,,,,,,,,zh:中国科学院北京植物园,Q10874021,,,,http://garden.ibcas.ac.cn/jianjie.htm,garden,botanical
663022465,way,Desert Dome,,,,,,,,,,,,,,,,,,,garden,botanical
663022468,way,Tropical Dome,,,,,,,,,,,,,,,,,,,garden,botanical
666186824,way,Pachamama Eco Park,,,,Viveiro Botanical Garden,http://pachamamaecopark.com/,+238 986 60 31,pachamamasal@gmail.com,Mo-Su 10:00-18:00,,,,,,,yes,customers,,,garden,botanical
666664071,way,Βοτανικός Κήπος Αγίου Δημητρίου,,,,,,,,,,,,,,,,,,,garden,botanical
666875282,way,Orto botanico università di Trieste,,,,,https://dsv.units.it/it/servizi-strumenti/node/69250,,,,,,,,,,no,yes,Università degli Studi di Trieste,,garden,botanical
668423787,way,Discovery Garden,,,,,,,,,,,,,,,,,,,garden,botanical
669551057,way,Orto Botanico G. Longhi,,,,,https://parcodelserio.it/orto-botanico-g-longhi/,,,,,,,,,,yes,,Parco Regionale del Serio,,garden,botanical
670536913,way,Bonsai Park,,,,,,,,,,,,,,,,,,,garden,botanical
670944257,way,Giardino botanico Chico Mendes,,,,,,,,,,,,,,,,,,,park,botanical
674977040,way,Moore Farms Botanical Garden,,,,,,,,,,,,,,,,,,,garden,botanical
675852455,way,森林植物园,,,,,,,,,,,,,,,no,yes,,,garden,botanical
675892052,way,西安植物园,,,,,,,,,,,,,,,,,,,garden,botanical
677007468,way,惠州市植物园,,,Huizhou Botanical Garden,,,+86 752 222 0759,,,,,,,,,no,yes,惠州市林业科学研究所,,garden,botanical
677960254,way,Staudekvarteret,,,Perennials,,,,,,,,,,,,,,,,garden,botanical
679549126,way,Jardin Botánico CICY,,,,,,,,,,,,,,,,,,,garden,botanical
680716136,way,桂林园林植物园,,,,,,,,,,,,,,,,,,,garden,botanical
682256386,way,Orto Botanico di Bergamo «Lorenzo Rota»,,,,,https://www.ortobotanicodibergamo.it,,,"Mar,Oct,Nov 10:00-17:00; Apr,Sep 10:00-18:00; May,Jul,Aug 10:00-19:00; Jun 10:00-20:00",,,,,it:Orto botanico Lorenzo Rota,Q1082578,,yes,,,garden,botanical
682369069,way,Anadolu Adası,,,,,https://ngbb.org.tr/anadolu.html,,,,,,,,,,,,,,garden,botanical
684561725,way,Les plantes carnivores,,,,,,,,,,,,,,,,customers,Terra Botanica,,garden,botanical
684592531,way,La roseraie,,,,,,,,,,,,,,,,customers,Terra Botanica,,garden,botanical
685517840,way,Serres du Jardin botanique,,,,,https://www.jurassica.ch/fr/Jardin-botanique.html,,,Mo-Fr: 08:00 - 12:00 and 14:00 - 17:00; Sa-Su: 14:00 - 17:00,,,,,,,no,yes,JURASSICA,,garden,botanical
686254369,way,Kräutergarten,,,,,,,,,,,,,,,,,https://kraeuterkraftquelle.at/,,garden,botanical
687720400,way,Dattaji Salvi Botanical Garden,,,,,,,,06:30-09:30,,,,,,,,,,,garden,botanical
687963872,way,Denver Botanic Gardens Chatfield Farms,,,,,,,,,,,,,,,,,,,garden,botanical
689710865,way,Le jardin des Ombrages,,,,,,,,14:00-20:00,,,,,,,,yes,Mairie,,garden,botanical
692571644,way,Botany park,,,,,http://botanypark.sk,,,"Jan-Apr,Oct-Dec Mo off; Tu-Su 10:00-16:00; May-Sep Mo-Su 10:00-18:00",Bojnice,SK,Zámok a okolie,97201,,,yes,customers,,,garden,botanical
693720104,way,Botanické růže,,,,,,,,,,,,,,,,,,,garden,botanical
693720112,way,Intenzivní pěstební zázemí,,,,,,,,,,,,,,,,,,,garden,botanical
693720113,way,Flóra Asie,,,,,,,,,,,,,,,,,,,garden,botanical
693921290,way,Archäobotanischer Römergarten,,,,,,,,24/7,,,,,,,no,yes,,,garden,botanical
694324123,way,Heilkräutergarten (Hortus Medicus),,,,,https://www.freundeskreis-botanischer-garten-rombergpark.org/index.php?page=heilkraeutergarten,,,,,,,,,,no,yes,,,garden,botanical
695608343,way,Vŕbové arborétum,,,,,,,,,,,,,,,,,,,garden,botanical
695833873,way,广西药用植物园,,,,,,,,,,,,,,,,,,,garden,botanical
697043780,way,New Zealand Garden,,,,,,,,,,,,,,,no,yes,University of Melbourne,,garden,botanical
698744896,way,Memorial Rose Gardens,,,,,,,,,,,,,,Q31818157,no,yes,City of Norwich,,garden,botanical
699120985,way,Rozárium,,,,,https://parky.flora-ol.cz/rozarium-olomouc,,,Jan-Feb Mo-Fr 08:00-15:00; Apr-May Mo-Su 08:00-18:00; Jun-Aug Mo-Su 08:00-19:00; Sep Mo-Su 08:00-18:00; Oct Mo-Su 08:00-17:00; Nov-Dec Mo-Fr 08:00-15:00; PH off; Sep 28 08:00-18:00; Oct 28 08:00-17:00,,,,,,,no,yes,,,garden,botanical
699613567,way,Jardin sauvage,,,,,,,,,,,,,,,,,,,garden,botanical
699613568,way,Mellifères,,,,,,,,,,,,,,,,,,,garden,botanical
699613569,way,Amérique du Sud et fuchsias,,,,,,,,,,,,,,,,,,,garden,botanical
699613571,way,Plantes acidophiles,,,,,,,,,,,,,,,,,,,garden,botanical
699613572,way,Roseraie,,,,,,,,,,,,,,,,,,,garden,botanical
699613573,way,Dahlias,,,,,,,,,,,,,,,,,,,garden,botanical
699613574,way,Plantes médicinales,,,,,,,,,,,,,,,,,,,garden,botanical
699613575,way,Plantes aromatiques et sauge,,,,,,,,,,,,,,,,,,,garden,botanical
699613576,way,Rocaille,,,,,,,,,,,,,,,,,,,garden,botanical
699613577,way,Rocaille,,,,,,,,,,,,,,,,,,,garden,botanical
699613578,way,Verger conservatoire Boisbunel,,,,,,,,,,,,,,,,,,,garden,botanical
701895615,way,Jardin des plantes comestibles et médicinales,,,,,,,,,,,,,,,,,,,garden,botanical
702547232,way,Jardin méditerranéen,,,,,,,,,,,,,,,no,yes,,,garden,botanical
703997260,way,Jäkäläpuutarha,,,The lichen garden,,,,,,,,,,,,no,yes,,,garden,botanical
705221349,way,Floriculture Centre,,,,,,,,,,,,,,,yes,customers,Kerala Forest Development Corporation,,garden,botanical
707640749,way,Parco delle Kentie Robert Baden-Powell,,,,,,,,,,,,,,,no,yes,,,garden,botanical
707650133,way,Hvarski botanički vrt,,,Hvar Botanical Garden,Botanički vrt Katovnica,,+385958589328,botanickivrt1@gmail.com,,,,,,hr:Botanički vrt Katovnica,Q20526330,,,Matko Roić,,garden,botanical
708534357,way,Kruidentuin,,,,,,,,,,,,,,,,,,,garden,botanical
709354277,way,Centro Experimental Clemencia Matte de Garrido,,,,Parque Los Tilos,,,,,Buin,,,,,,no,permit,CONAF,,garden,botanical
710505279,way,Lerngarten,,,,,https://www.stoecklgartenbau.ch/lerngarten/,,,Sa 08:00-12:00,,,,,,,,customers,,,garden,botanical
712616519,way,Херсонський ботанічний сад,,,Kherson Botanical Garden,,,,,,,,,,uk:Ботанічний сад Херсонського державного університету,Q12084364,,,Херсонський державний університет,,garden,botanical
714381558,way,Costerustuin,,,,,,,,,Hilversum,,Zonnelaan,,nl:Costerustuin Hilversum,Q13499544,,,,,garden,botanical
715680352,way,Arboretum,,,,,,,,,,,,,,,,,,,garden,botanical
717832593,way,Дэндрапарк,,,,,https://ushles.by/,,,,,,,,,,,,ДЛГУ «Ушацкі лясгас»,,park,botanical
718095441,way,Waldlehrpfad Heitzing,,,,,,,,24/7,,,,,,,no,yes,,,garden,botanical
719368235,way,Alpski botanični vrt Juliana,,,Alpine Botanical Garden Juliana,,https://www.pms-lj.si/juliana/en/,+ 386 1 241 09 40,uprava@pms-lj.si,May-Sep 08:30-18:30,,,,,sl:Alpski botanični vrt Juliana,Q12786244,,,,,garden,botanical
719549726,way,Bowman's Hill Wildflower Preserve,,,,,https://bhwp.org/,,,,,,,,,,,,,,garden,botanical
720320719,way,Praça Cerejeiras I,,,,,,,,,,,,,,,,,,,park,botanical
725218719,way,Jardin Botánico U. de Talca,,,,,,,,,,,,,es:Jardín botánico de la Universidad de Talca,Q5926872,no,yes,,,garden,botanical
726512864,way,Jardín Botánico Torre del Vinagre,,,,,,,,,,,,,es:Jardín botánico Torre del Vinagre,,no,yes,,,garden,botanical
727667827,way,Jardim Botânico,,,,,,,,,,,,,,,,,,,garden,botanical
727667828,way,Jardim Sensorial,,,,,,,,,,,,,,,,,,,garden,botanical
728032237,way,Tasmanian Bushland Garden,,,,,,,,,,,,,,Q2689422,,,,,garden,botanical
728039818,way,Myall Park Botanic Garden,,,,,https://myallparkbotanicgarden.com/,,,,,,,,,Q5926779,,,,,garden,botanical
732230357,way,Sylvan Grove Native Garden,,,,,https://www.cbcity.nsw.gov.au/environment/parks-reserves/sylvan-grove-native-garden,+61 2 9707 9699,,,,,,,,Q5926994,,,City of Canterbury Bankstown,,garden,botanical
734755567,way,Jardin des Vintimilles,,,,,,,,,,,,,,,,,,,garden,botanical
737104090,way,圣文园（梧州市植物园）,,,,,,,,,,,,,,,,,,,garden,botanical
737105633,way,Park Đorđić Mayneri,,,,,,,,Mo-Su 09:00-23:00,,,,,,,no,,,,garden,botanical
737494431,way,郑州植物园,,,Zhengzhou Botanical Garden,,,,,,,,,,,,,,,,garden,botanical
740007605,way,Батанічны сад,,,,,,,,,,,,,,,no,,,"возрождение ботанического сада, который был основан ботаником Жаном Эммануэлем Жилибером",garden,botanical
740537362,way,Kräuterspirale,,,,,,,,,,,,,,,,,,,garden,botanical
743304736,way,苍山植物园,,,,,,,,,,,,,,Q113992289,yes,customers,,,garden,botanical
745542170,way,Botanischer Garten,,,,,https://uni-tuebingen.de/einrichtungen/zentrale-einrichtungen/botanischer-garten/,,sekretariat@botgarten.uni-tuebingen.de,,,,,,de:Botanischer Garten Tübingen,Q4948485,no,yes,,,garden,botanical
747126157,way,Arboretum,,,,,,,,,,,,,,,,,Nadleśnictwo Tomaszów Lubelski,,garden,botanical
747903510,way,Alpingarten Hirzer - Giardino alpino Punta Cervina,,,,,,,,,,,,,,,no,yes,,,garden,botanical
750669168,way,홍릉시험림,,,Hongreung Arboretum,,,,,,,,,,,,,,,,garden,botanical
751771831,way,The System Garden,,,,,https://sustainablecampus.unimelb.edu.au/the-system-garden,,,,,,,,,,no,yes,University of Melbourne,"Managed by The Systems Garden Curator, Campus Management, The University of Melbourne",garden,botanical
752663980,way,The Lost Garden of Pontefract,,,,,,,,,,,,,,,,private,,,garden,botanical
758391445,way,Maravel Garden,,,,,https://www.maravelspili.gr/,,,,,,,,,,,yes,,,garden,botanical
762563315,way,The Barnes Arboretum,,,,,,,,,,,,,,,,,,,garden,botanical
763124912,way,Kleingarten,,,,,https://www.hswt.de/forschung/forschungseinrichtungen/weihenstephaner-gaerten,+49 8161 714026,gaerten@hswt.de,Apr 01-Oct 31 09:00-18:00,Freising,DE,Am Staudengarten,85354,,,no,yes,Hochschule Weihenstephan-Triesdorf,,garden,botanical
764539701,way,สวนรวบรวมและอนุรักษ์พรรณธุกรรมพืชไทย,,,,,,,,,,,,,,,,,,,garden,botanical
764539827,way,โครงการศูนย์เรียนรู้การผลิตพืชตามแนวพระราชดำริ,,,,,,,,,,,,,,,,,,,garden,botanical
765353149,way,Jardín de l’Albarda,,,,,https://www.jardinalbarda.com/,+34 963 52 30 99,,,,,,,,,yes,,,,garden,botanical
765803953,way,Jardín botánico de la Universidad Autónoma de Querétaro,,,,,,,,,,,,,,,,,,,garden,botanical
765965472,way,Gurtengärtli,,,,,,,,,,,,,,,,yes,,,garden,botanical
766257362,way,Plaza del Alguacil,,,,,,,,,,,,,,,,,,,garden,botanical
766474944,way,Serre de la Madone,,,,,,,,,,,,,fr:Serre de la Madone,Q6159686,,,,,garden,botanical
766748822,way,Jardim Botânico,,,,,,,,,,,,,,,,,,,garden,botanical
766888541,way,גינת נוף השרון,,,,,,,,,,,,,,,no,yes,,,park,botanical
767704151,way,Roseland House Garden and Nursery,,,,,,,,,,,,,,,,customers,,,garden,botanical
767797240,way,Sequim Botanical Garden,,,,,https://www.sequimbotanicalgarden.org/,+1-360-460-8865,info@sequimbotanicalgarden.org,,Sequim,,N Blake Ave,,,,,,Sequim Botanical Garden Society,,garden,botanical
769478358,way,Alpengarten,,,,,,,,,,,,,,,,,,,garden,botanical
769634480,way,Kräutergarten,,,,,,,,,,,,,,,,,https://kraeuterkraftquelle.at/,,garden,botanical
771685386,way,Botanical garden,,,,,,,,,,,,,,,,,,,garden,botanical
772452807,way,Jardin botanique de la Faculté de pharmacie,,,,,,,,,,,,,,,no,,,,garden,botanical
775751011,way,Arboretum,,,,,,,,,,,,,,,no,yes,,,garden,botanical
