area,city,col_1,col_2,col_3,col_4,col_5,coordinates,country,founded,name,source,source_url,state,wikipedia_url
,Red Feather Lakes,,,,,,,United States,,Shambhala Botanic Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Colorado,Colorado,https://en.wikipedia.org/wiki/Shambhala_Botanic_Gardens
,Grand Junction,,,,,,,United States,,Western Colorado Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Colorado,Colorado,https://en.wikipedia.org/wiki/Western_Colorado_Botanical_Gardens
,Steamboat Springs,,,,,,,United States,,Yampa River Botanic Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Colorado,Colorado,https://en.wikipedia.org/wiki/Yampa_River_Botanic_Park
,Stamford,,,,,,,United States,,Bartlett Arboretum and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Connecticut,Connecticut,https://en.wikipedia.org/wiki/Bartlett_Arboretum_and_Gardens
,New London,,Connecticut College,,,,,United States,,Connecticut College Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Connecticut,Connecticut,https://en.wikipedia.org/wiki/Connecticut_College_Arboretum
,Rocky Hill,,,,,,,United States,,Dinosaur State Park and Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Connecticut,Connecticut,https://en.wikipedia.org/wiki/Dinosaur_State_Park_and_Arboretum
,New Haven,,,,,,,United States,,Edgerton Park Conservancy,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Connecticut,Connecticut,https://en.wikipedia.org/wiki/Edgerton_Park_Conservancy
,Storrs,,University of Connecticut,,,,,United States,,EEB Biodiversity Education and Research Greenhouses,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Connecticut,Connecticut,
,Waterford,,,,,,,United States,,Harkness Memorial State Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Connecticut,Connecticut,https://en.wikipedia.org/wiki/Harkness_Memorial_State_Park
,Hartford,,,,,,,United States,,Hartford Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Connecticut,Connecticut,https://en.wikipedia.org/wiki/Hartford_Botanical_Garden
,Redding,,,,,,,United States,,Highstead Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Connecticut,Connecticut,https://en.wikipedia.org/wiki/Highstead_Arboretum
,New Haven,,Yale University,,,,,United States,,Marsh Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Connecticut,Connecticut,https://en.wikipedia.org/wiki/Marsh_Botanical_Garden
,New Canaan,,,,,,,United States,,New Canaan Nature Center,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Connecticut,Connecticut,https://en.wikipedia.org/wiki/New_Canaan_Nature_Center
,Hampton,,,,,,,United States,,Richard Haley Wildlife Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Connecticut,Connecticut,
,West Hartford,,Westmoor Park,,,,,United States,,Westmoor Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Connecticut,Connecticut,https://en.wikipedia.org/wiki/Westmoor_Park
,Dagsboro,,,,,,,United States,,Delaware Botanic Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Delaware,Delaware,
,Wilmington,,,,,,,United States,,Delaware Center for Horticulture,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Delaware,Delaware,https://en.wikipedia.org/wiki/Delaware_Center_for_Horticulture
,Greenville,,,,,,,United States,,Hagley Museum and Library,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Delaware,Delaware,https://en.wikipedia.org/wiki/Hagley_Museum_and_Library
,Hockessin,,,,,,,United States,,Mt. Cuba Center,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Delaware,Delaware,https://en.wikipedia.org/wiki/Mt._Cuba_Center
,Wilmington,,,,,,,United States,,Nemours Mansion and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Delaware,Delaware,https://en.wikipedia.org/wiki/Nemours_Mansion_and_Gardens
,Newark,,University of Delaware,,,,,United States,,University of Delaware Botanic Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Delaware,Delaware,https://en.wikipedia.org/wiki/University_of_Delaware_Botanic_Gardens
,Winterthur,,,,,,,United States,,"Winterthur Museum, Garden and Library",Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Delaware,Delaware,"https://en.wikipedia.org/wiki/Winterthur_Museum,_Garden_and_Library"
,Delray Beach,,American Orchid Society,,,,26°25′43.68″N 80°9′12.6″W ﻿ / ﻿ 26.4288000°N 80.153500°W ﻿ / 26.4288000; -80.153500,United States,,American Orchid Society Visitors Center and Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/American_Orchid_Society_Visitors_Center_and_Botanical_Garden
,Orlando,,University of Central Florida,,,,28°36′14″N 81°11′35″W ﻿ / ﻿ 28.60389°N 81.19306°W ﻿ / 28.60389; -81.19306,United States,,Arboretum of the University of Central Florida,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Arboretum_of_the_University_of_Central_Florida
,Lake Wales,,,,,,27°56′07.2″N 81°34′39″W ﻿ / ﻿ 27.935333°N 81.57750°W ﻿ / 27.935333; -81.57750,United States,,Bok Tower Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Bok_Tower_Gardens
,Key Largo,,,,,,25°04′39.5″N 80°27′40.7″W ﻿ / ﻿ 25.077639°N 80.461306°W ﻿ / 25.077639; -80.461306,United States,,Botanic Gardens at Kona Kai Resort,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,
,Jacksonville,,,,,,30°18′53.8″N 81°40′36.84″W ﻿ / ﻿ 30.314944°N 81.6769000°W ﻿ / 30.314944; -81.6769000,United States,,Cummer Museum of Art and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Cummer_Museum_of_Art_and_Gardens
,Winter Haven,,,,,,27°59′24.41″N 81°41′30.66″W ﻿ / ﻿ 27.9901139°N 81.6918500°W ﻿ / 27.9901139; -81.6918500,United States,,Cypress Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Cypress_Gardens
,Deerfield Beach,,,,,,26°19′7.79″N 80°8′29.1″W ﻿ / ﻿ 26.3188306°N 80.141417°W ﻿ / 26.3188306; -80.141417,United States,,Deerfield Beach Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Deerfield_Beach_Arboretum
,Fort Myers,,,,,,26°38′05″N 81°52′48″W ﻿ / ﻿ 26.63472°N 81.88000°W ﻿ / 26.63472; -81.88000,United States,,Edison and Ford Winter Estates,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Edison_and_Ford_Winter_Estates
,Coral Gables,,,,,,25°40′43″N 80°16′25″W ﻿ / ﻿ 25.67861°N 80.27361°W ﻿ / 25.67861; -80.27361,United States,,Fairchild Tropical Botanic Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Fairchild_Tropical_Botanic_Garden
,Davie,,,,,,26°04′25″N 80°18′46″W ﻿ / ﻿ 26.07361°N 80.31278°W ﻿ / 26.07361; -80.31278,United States,,Flamingo Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Flamingo_Gardens
,Largo,,,,,,27°52′37″N 82°48′32″W ﻿ / ﻿ 27.87694°N 82.80889°W ﻿ / 27.87694; -82.80889,United States,,Florida Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Florida_Botanical_Gardens
,Melbourne,,Florida Institute of Technology,,,,28°03′59.9″N 80°37′21.7″W ﻿ / ﻿ 28.066639°N 80.622694°W ﻿ / 28.066639; -80.622694,United States,,Florida Institute of Technology Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,
,Palm Beach,,Garden Club of Palm Beach [ 4 ],,,,26°42′23″N 80°02′32″W ﻿ / ﻿ 26.70639°N 80.04222°W ﻿ / 26.70639; -80.04222,United States,,Four Arts Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Society_of_the_Four_Arts#Four_Arts_Botanical_Gardens
,Homestead,,Redland,,,,25°32′8.16″N 80°29′39.12″W ﻿ / ﻿ 25.5356000°N 80.4942000°W ﻿ / 25.5356000; -80.4942000,United States,,Fruit & Spice Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Fruit_%26_Spice_Park
,Coral Gables,,University of Miami,,,,25°43′25.54″N 80°16′49.26″W ﻿ / ﻿ 25.7237611°N 80.2803500°W ﻿ / 25.7237611; -80.2803500,United States,,John C. Gifford Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/John_C._Gifford_Arboretum
,Fort Pierce,,,,,,27°25′5.8″N 80°19′26.4″W ﻿ / ﻿ 27.418278°N 80.324000°W ﻿ / 27.418278; -80.324000,United States,,Heathcote Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Heathcote_Botanical_Gardens
,Jacksonville,,,,,,30°20′46.32″N 81°32′22.56″W ﻿ / ﻿ 30.3462000°N 81.5396000°W ﻿ / 30.3462000; -81.5396000,United States,,Jacksonville Arboretum & Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Jacksonville_Arboretum_%26_Botanical_Gardens
,Jacksonville,,,,,,30°24′14.67″N 81°38′36.04″W ﻿ / ﻿ 30.4040750°N 81.6433444°W ﻿ / 30.4040750; -81.6433444,United States,,Jacksonville Zoo and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Jacksonville_Zoo_and_Gardens
,"Coconut Grove , Miami",,National Tropical Botanical Garden,,,,25°42′53″N 80°14′59″W ﻿ / ﻿ 25.71472°N 80.24972°W ﻿ / 25.71472; -80.24972,United States,,The Kampong,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/The_Kampong
,Gainesville,,,,,,29°36′43.92″N 82°24′32.04″W ﻿ / ﻿ 29.6122000°N 82.4089000°W ﻿ / 29.6122000; -82.4089000,United States,,Kanapaha Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Kanapaha_Botanical_Gardens
,"Stock Island , Key West",,,,,,24°34′25″N 81°44′58″W ﻿ / ﻿ 24.57361°N 81.74944°W ﻿ / 24.57361; -81.74944,United States,,Key West Tropical Forest & Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Key_West_Tropical_Forest_%26_Botanical_Garden
,Orlando,,,,,,28°34′2.58″N 81°21′26.36″W ﻿ / ﻿ 28.5673833°N 81.3573222°W ﻿ / 28.5673833; -81.3573222,United States,,Harry P. Leu Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Harry_P._Leu_Gardens
,Tallahassee,,,,,,30°31′08″N 84°15′04″W ﻿ / ﻿ 30.51889°N 84.25111°W ﻿ / 30.51889; -84.25111,United States,,Alfred B. Maclay Gardens State Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Alfred_B._Maclay_Gardens_State_Park
,Vero Beach,,,,,,27°36′27.36″N 80°22′55.2″W ﻿ / ﻿ 27.6076000°N 80.382000°W ﻿ / 27.6076000; -80.382000,United States,,McKee Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/McKee_Botanical_Garden
,Winter Park,,[ 5 ],,,,28°35′00″N 81°21′31″W ﻿ / ﻿ 28.58333°N 81.35861°W ﻿ / 28.58333; -81.35861,United States,,Mead Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,
,Miami Beach,,,,,,25°47′44.9″N 80°08′08.5″W ﻿ / ﻿ 25.795806°N 80.135694°W ﻿ / 25.795806; -80.135694,United States,,Miami Beach Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Miami_Beach_Botanical_Garden
,Coral Gables,,,,,,25°39′40.46″N 80°16′53.8″W ﻿ / ﻿ 25.6612389°N 80.281611°W ﻿ / 25.6612389; -80.281611,United States,,Montgomery Botanical Center,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Montgomery_Botanical_Center
,Delray Beach,,,,,,26°25′46″N 80°9′22.4″W ﻿ / ﻿ 26.42944°N 80.156222°W ﻿ / 26.42944; -80.156222,United States,,Morikami Museum and Japanese Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Morikami_Museum_and_Japanese_Gardens
,West Palm Beach,,,,,,26°41′07″N 80°06′49″W ﻿ / ﻿ 26.68528°N 80.11361°W ﻿ / 26.68528; -80.11361,United States,,Mounts Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Mounts_Botanical_Garden
,Naples,,,,,,26°6′25.2″N 81°46′15.6″W ﻿ / ﻿ 26.107000°N 81.771000°W ﻿ / 26.107000; -81.771000,United States,,Naples Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Naples_Botanical_Garden
,Spring Hill,,,,,,28°27′31″N 82°37′22″W ﻿ / ﻿ 28.45861°N 82.62278°W ﻿ / 28.45861; -82.62278,United States,,Nature Coast Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,
,Ormond Beach,,,,,,29°17′22.74″N 81°2′41.82″W ﻿ / ﻿ 29.2896500°N 81.0449500°W ﻿ / 29.2896500; -81.0449500,United States,,Ormond Memorial Art Museum and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Ormond_Memorial_Art_Museum_and_Gardens
,Jacksonville,,Florida Community College,,,,30°17′29.5″N 81°30′35.49″W ﻿ / ﻿ 30.291528°N 81.5098583°W ﻿ / 30.291528; -81.5098583,United States,,Palm and Cycad Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Palm_and_Cycad_Arboretum
,Bradenton,,,,,,27°30′48.6″N 82°39′36″W ﻿ / ﻿ 27.513500°N 82.66000°W ﻿ / 27.513500; -82.66000,United States,,Palma Sola Botanical Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Palma_Sola_Botanical_Park
,Punta Gorda,,[ 6 ],,,,,United States,,Peace River Botanical and Sculpture Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,
,Pinecrest,,,,,,25°40′10″N 80°17′9″W ﻿ / ﻿ 25.66944°N 80.28583°W ﻿ / 25.66944; -80.28583,United States,,Pinecrest Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Pinecrest_Gardens
,Port St. Lucie,,,,,,27°16′12″N 80°19′06″W ﻿ / ﻿ 27.27006°N 80.31846°W ﻿ / 27.27006; -80.31846,United States,,Port St. Lucie Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Port_St._Lucie_Botanical_Gardens
,Delray Beach,,Morikami Museum and Japanese Gardens,,,,26°25′39.04″N 80°8′50.59″W ﻿ / ﻿ 26.4275111°N 80.1473861°W ﻿ / 26.4275111; -80.1473861,United States,,Roji-en Japanese Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Roji-en_Japanese_Gardens
,Sarasota,,,,,,27°20′14″N 82°32′07″W ﻿ / ﻿ 27.33722°N 82.53528°W ﻿ / 27.33722; -82.53528,United States,,Sarasota Jungle Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Sarasota_Jungle_Gardens
,Sarasota,,,,,,27°19′40″N 82°32′25″W ﻿ / ﻿ 27.32778°N 82.54028°W ﻿ / 27.32778; -82.54028,United States,,Marie Selby Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Florida,Florida,https://en.wikipedia.org/wiki/Marie_Selby_Botanical_Gardens
