bgci_id,name,name_alt,website,phone,email,latitude,longitude,city,state_province,postal_code,country_code,country,address,open_to_public,year_incorporated,overview,accessions_count,member_bgci,member_abg,member_ipen,botanic_garden_accredited,arbnet_accredited_level,herbarium_code,social_facebook,social_instagram,social_twitter,updated_at,source,attr_access_conservation_policies,attr_advocates_conservation,attr_altitude,attr_audience_development,attr_average_annual_precipitation,attr_biosecurity_best_practices,attr_carbon_reduction_policies,attr_collaborations_conservation,attr_collection_access,attr_community_outreach,attr_conservation_assessment_activities,attr_conservation_expertise_external,attr_conservation_habitat_focus,attr_conservation_horticulture_activities,attr_conservation_non_permanent_budget,attr_conservation_permanent_budget_percentage,attr_conservation_professional_development,attr_conservation_staff_total,attr_conservation_volunteers_total,attr_education_practices,attr_education_resources,attr_education_staff_total,attr_education_topics,attr_energy_saving_techniques,attr_evaluates_conservation_activities,attr_ex_situ_infrastructure,attr_governance_type,attr_horticulture_staff_total,attr_in_situ_best_practices,attr_in_situ_conservation,attr_in_situ_land_area_impact,attr_interpretation_conservation,attr_invasive_species_monitoring,attr_landscaped_area_hectares,attr_living_collections_policy,attr_mission_statement_conservation,attr_natural_area_hectares,attr_non_school_classes,attr_online_learning,attr_operating_budget,attr_organisation_type,attr_plant_conservation_policy,attr_plant_records_database,attr_policy_exists,attr_policy_includes_conservation,attr_research_programmes,attr_research_staff_total,attr_research_volunteers_annual,attr_school_programmes,attr_scientific_research_participant,attr_species_recovery_native,attr_species_recovery_non_native,attr_staff_total,attr_strategies_frameworks,attr_sustainability_certification,attr_sustainability_goal,attr_sustainability_policy,attr_sustainable_food_practices,attr_total_area_hectares,attr_urban_greening_practices,attr_visitors_annual,attr_volunteers_annual,attr_waste_management_practices,attr_water_saving_policies,attr_wild_collection_best_practices,attr_wild_origin_living_percent,attr_wild_origin_seed_bank_percent
5214,Rose Fitzgerald Kennedy Greenway Conservancy,,http://www.rosekennedygreenway.org,,,42.35778,-71.05128,Boston,Massachusetts,02111,US,United States of America,185 Kneeland Street,,,,0,0,0,0,0,,,,,,2025-09-09T08:33:16.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5215,Rose Haven Heritage Garden,,http://www.temeculavalleyrosesociety.org,,JohnWeersing@gmail.com,33.49363,-117.14836,Temecula,California,92589-0367,US,United States of America,Rose Haven Heritage Garden,,,,0,0,0,0,0,,,,,,2024-02-26T22:26:34.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,Rose Island Arboretum,,,,,41.49488,-71.31890,Newport,Rhode Island,02840,US,United States of America,45 Third Street,,,,0,0,0,0,0,1,,,,,2024-02-26T22:26:35.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,Rotary Botanical Gardens,,http://www.rotarygardens.org,,,42.67077,-89.00590,Janesville,Wisconsin,53545,US,United States of America,1455 Palmer Drive,1,1989,"Rotary Botanical Gardens is a 20-acre non-profit botanic garden, home to many dramatic and themed gardens.  This includes Japanese, Scottish, French Formal, Italian and English Cottage Gardens, as well as one of very few Fern and Moss gardens recognized by the Hardy Fern Foundation in the United States, as well as Shade, Prairie and Woodland Gardens.",0,0,0,0,0,,,,,,2024-02-26T22:26:35.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,8,,,400,,,,,
5218,Rowe Arboretum,,http://www.ci.indian-hill.oh.us,(513) 561-5151,rowearb@ihill.org,39.15232,-84.35985,INDIAN HILL,Ohio,45243,US,United States of America,4500 Muchmore Road,1,1926,"The Arboretum was founded by Stanley M. Rowe, Sr. and his wife Dorothy Snowden Rowe in 1926. It was then that they decided to start collecting trees and shrubs to reforest this ridge which was previously used for farming and pasture. The first project consisted of planting a few thousand seedlings from the Ohio Agricultural Experiment Station, Department of Forestry. The first trees were Red Oaks, European Larch, White Pine, and Scotch Pine. Over the years of trial-and-error plantings, their hob",0,0,0,0,0,2,ROWEA,,,,2024-11-06T13:11:24.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,Rutgers Gardens,,http://rutgersgardens.rutgers.edu,(732) 932-8451,rugardens@aesop.rutgers.edu,40.47341,-74.42273,NEW BRUNSWICK,New Jersey,08901-8519,US,United States of America,"Rutgers, The State University of New Jersey",1,1934,,0,0,0,0,0,,RUTG,,,,2024-02-26T22:26:35.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Academic,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,20,,,70,,,,,
5220,Ruth Bancroft Garden,,http://ruthbancroftgarden.org,(925) 944-9352,info@ruthbancroftgarden.org,37.92349,-122.03632,Walnut Creek,California,94598,US,United States of America,"The Ruth Bancroft Garden, Inc",1,1950,"The mission of the Ruth Bancroft Garden, Inc. is to preserve this exceptional example of garden design and to continue to develop its collection of water-conserving plants for the education and enjoyment of the public.",0,0,0,0,0,,,,,,2024-11-06T13:11:43.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,1,,,,,,,,
5221,Rutherford B. Hayes Presidential Library & Museums,,,,,41.34171,-83.12945,Fremont,Ohio,43420,US,United States of America,Spiegel Grove,,,,0,0,0,0,0,1,,,,,2024-02-26T22:26:35.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,Salisbury University Arboretum,,http://www.salisbury.edu/arboretum/,,arboretum@salisbury.edu;__primary,38.34535,-75.60613,Salisbury,Maryland,21801,US,United States of America,Salisbury University,,1988,,15,0,0,0,0,3,SSUM,,,,2024-11-06T13:12:19.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Academic,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,Salt Marsh Arboretum,,,,devinkskelly@gmail.com,41.45984,-71.32855,Newport,Rhode Island,02818,US,United States of America,75 Hazard Rd,,,,0,0,0,0,0,1,,,,,2024-11-06T13:12:43.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5224,Sandhills Horticultural Gardens,,http://www.sandhills.edu/about/gardens ; http://sandhillshorticulturalgardens.com,,,35.22265,-79.40374,Pinehurst,North Carolina,28374,US,United States of America,3395 Airport Road,,1978,,0,0,0,0,0,,,,,,2024-11-06T13:14:35.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Academic,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,11,,,,,,,,
5225,Sanibel Moorings Gardens,,http://sanibelmoorings.com/,,info@sanibelmoorings.com,26.44083,-82.03559,Sanibel Island,Florida,33957,US,United States of America,845 East Gulf Drive,,,,0,0,0,0,0,,,,,,2024-02-26T22:26:36.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,Santa Barbara Botanic Garden,,https://sbbotanicgarden.org/,(805) 682-4726,info@sbbotanicgarden.org;__primary,34.45648,-119.70995,SANTA BARBARA,California,93105-2126,US,United States of America,1212 Mission Canyon Road,1,1926,"<p>We envision a world where society understands the interdependency between people and plants, and acts to preserve the natural world.</p>",79,1,0,0,0,,SBBG,www.facebook.com/sbbotanicgarden,www.instagram.com/sbbotanicgarden,,2026-03-27T07:20:07.000000Z,BGCI GardenSearch,,,,,432,,,,,,,,,,,,,,,,,,,,,Herbarium; Living plant collection; Nursery; Seed/pollen bank - Cold (-20° to 0°C),Nonprofit/Charity,,,,,,,10,,True,15,,,,Botanic Garden/Arboretum; Children’s Garden; Conservation Institution; Display Garden; Gene/Seed Bank; Historic Landscape; Restoration Nursery (non-commercial),True,,,,Ex situ conservation; Conservation genetics; Ecology; In situ conservation; Survey and inventory; Floristics; Horticulture; Invasive species biology and control; Ecological restoration; Pollination biology; Seed biology and conservation; Systematics and taxonomy,,,,,Yes 21+ species,,80,,,,,,31,,110000,300,,,,,
5227,Sawtooth Botanical Garden,,http://www.sbgarden.org,(208) 726-9358,info@sbgarden.org;__primary,43.62682,-114.35436,Ketchum,Idaho,83340,US,United States of America,11 Gimlet Rd,1,1994,,0,0,0,0,0,,SSV,,,,2024-02-26T22:26:36.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,2,,,,,,,,
5228,Schedel Arboretum & Gardens,,http://www.schedel-gardens.org,(419) 862-3182,info@schedel-gardens.org,41.46873,-83.30625,Elmore,Ohio,43416,US,United States of America,19255 W. Portage River South Road,1,1963,,0,0,0,0,0,,,,,,2024-02-26T22:26:36.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,7,,,,,,,,
5229,Scheig Center Gardens,,http://www.gardensfoxcities.org,,info@gardensfoxcities.org,44.29076,-88.38455,Appleton,Wisconsin,54912-2603,US,United States of America,1313 E. Witzke Boulevard,1,,,0,0,0,0,0,,,,,,2024-02-26T22:26:37.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,4,,,,,,,,,,,,,,
5230,Schnormeier Gardens,,http://www.schnormeiergardens.org,,schangrala@aol.com,40.35719,-82.41163,Gambier,Ohio,43022,US,United States of America,8701 Laymon Road,,,,0,0,0,0,0,,,,,,2024-02-26T22:26:37.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,Schoepfle Garden,,http://www.metroparks.cc/reservation-schoepfle-garden.php,,pr@metroparks.cc,41.29973,-82.13617,Birmingham,Ohio,44816,US,United States of America,11106 Market Street,,,,0,0,0,0,0,,,,,,2024-02-26T22:26:37.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,Sea World San Diego,,http://seaworld.com,(619) 222-6363,,32.76410,-117.22626,Mission Bay San Diego,California,92109,US,United States of America,1720 South Shores Road,,1964,,0,0,0,0,0,,SWSD,,,,2024-11-06T13:15:41.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
5233,Shambhala Mountain Center Botanic Gardens,,http://www.shambhalamountain.org/gardens,001 970 881 2184 x 271,info@shambhalamountain.org;__primary,40.73526,-105.54222,Red Feather Lakes,Colorado,80545,US,United States of America,4921 County Road #68C,,,,0,0,0,0,0,,,,,,2024-11-06T13:16:31.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,Shangri La Botanical Gardens & Nature Center,,http://starkculturalvenues.org/shangrilagardens,(409) 670-9113,info@shangrilagardens.org,30.10266,-93.75168,Orange,Texas,77630-3672,US,United States of America,2111 West Park Avenue,1,2008,,0,0,0,0,0,,,,,,2024-11-06T13:16:59.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,20,,,,,,102,,,,,,,,
5235,Sherman Library and Gardens,,http://www.slgardens.org,(949) 673-2261,scott@slgardens.org,33.60169,-117.87386,Corona Del Mar,California,92625,US,United States of America,2647 East Coast Highway,1,1965,,0,0,0,0,0,,SHERL,,,,2024-11-06T13:17:26.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,1,,,150,,,,,
5236,Shofuso Japanese House and Garden,,http://www.japanesehouse.org/,,info@shofuso.com,39.98000,-75.22108,Philadelphia,Pennsylvania,19131,US,United States of America,5070 Parkside Avenue,1,1982,,0,0,0,0,0,,,,,,2024-02-26T22:26:37.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,National Government; Local Government (State/County/Municipal),,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,18000,,,,,,
5237,Slayton Arboretum of Hillsdale College,,http://www.hillsdale.edu/arboretum/default.htm,(517) 607-2241,,41.93264,-84.63365,HILLSDALE,Michigan,49242,US,United States of America,Barber Drive,1,1922,"The purpose of the Slayton Arboretum is to display and preserve living plant collections and native plant communities, and to study and disseminate knowledge about plants through teaching, research, education, publications and public outreach programs.",0,0,0,0,0,,SARHC,,,,2024-11-06T13:18:21.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Academic,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,6,,,,,,,,
5238,Smale Riverfront Park,,http://www.cincinnatiparks.com/smale-riverfront-park/,,garrett.dienno@cincinnati-OH.gov,39.10174,-84.49866,Cincinnati,Ohio,45202,US,United States of America,705 E. Pete Rose Way,,,,5,0,0,0,0,2,,,,,2025-11-04T20:40:06.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,Sonnenberg Gardens and Mansion State Historic Park,,http://www.sonnenberg.org,(585) 394-4922,info@sonnenberg.org,42.89693,-77.27431,CANANDAIGUA,New York,14424,US,United States of America,151 Charlotte Street,1,1972,,0,0,0,0,0,,SONNE,,,,2024-02-26T22:26:38.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,National Government,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,21,,,,,,,,
5240,South Bay Botanic Gardens,,http://southbaybotanicgarden.org/,,msinclair1@swccd.edu,32.64071,-116.99805,Chula Vista,California,91910,US,United States of America,Southwestern College,,,,0,0,0,0,0,,,,,,2024-02-26T22:26:38.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5241,South Coast Botanic Garden,,http://southcoastbotanicgarden.org,(310) 544-1948,info@southcoastbotanicgarden.org,33.78309,-118.34884,PALOS VERDES PENINSULAR,California,90274,US,United States of America,26300 Crenshaw Boulevard,1,1961,,0,0,0,0,0,,LASCA,,,,2024-11-06T13:19:31.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,35,,,150,,,,,
5242,South Texas Botanical Gardens & Nature Center,"Botanical & Nature Institute of South Texas, Inc.",https://www.stxbot.org,(361) 852-2100,mjc@stxbot.org,27.65252,-97.40686,Corpus Christi,Texas,78413,US,United States of America,8545 SOUTH STAPLES ST,1,1983,"<p>The South Texas Botanical Gardens &amp; Nature Center is a 182-acre informal, environmental education destination on Oso Creek showcasing lots more than flowers!&nbsp; One of Corpus Christi’s five major cultural / educational attractions, it highlights a Butterfly House, Orchid and Bromeliad Conservatories, majestic Rose Garden and seasonal Plumeria Garden.&nbsp; &nbsp;Visitors also love Sensory Garden ‘artscape’ and diversity of quaint Hummingbird, desert Arid, and Tropical Gardens.  But the",0,0,0,0,0,,,https://www.facebook.com/stxbot,https://www.instagram.com/southtexasbotanicalgardens,https://twitter.com/i/flow/login?redirect_after_login=%2FGdnsSo,2024-11-06T13:19:54.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Nonprofit/Charity,,,,,,,8,,,66,,,,Botanic Garden/Arboretum,,,,,,,,,,,,20,,,,,,73,,60000,100,,,,,
5243,Southeastern Grasslands Initiative (SGI),,http://www.segrasslands.org,,devan.gearhart@segrasslands.org,36.53094,-87.35835,Clarksville,Tennessee,37044,US,United States of America,"Austin Peay State University, Southeastern Grasslands Institute",0,,<p>SGI seeks to chart a new course for 21st century conservation in the Southeast by correcting the historical disparity between the loss of southeastern grasslands and the extremely low level of resources allocated to their conservation. We aim to lead grassland conservation efforts at a regional/national scale while also increasing the resources available for us all to achieve better conservation results on the ground.</p>,17,0,0,0,0,,,https://www.facebook.com/southeasterngrasslands,,,2024-11-06T13:20:18.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Academic,,,,,,,,,,,,,,College or University Campus; Conservation Institution; Gene/Seed Bank,,,,,,,,,,,,20,,,,,,,,,,,,,,
5244,Southern Adventist University Arboretum,,,,,35.04820,-85.05195,Collegedale,Tennessee,37363,US,United States of America,4891 Taylor Circle,,,,0,0,0,0,0,1,,,,,2024-02-26T22:26:39.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,Southern California Montane Botanic Garden,,http://www.wildlandsconservancy.org/botanicgarden.html,,info@twc-ca.org,34.04058,-116.94202,Oak Glen,California,92399,US,United States of America,Oak Glen Preserve,,,,0,0,0,0,0,,,,,,2024-02-26T22:26:39.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,Southern Illinois University Arboretum,,,,,37.71170,-89.21688,Carbondale,Illinois,62901,US,United States of America,225 Travel Service Drive,,,,0,0,0,0,0,2,,,,,2024-02-26T22:26:39.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,St. John Catholic Cemetery,,,,,39.16505,-84.50479,Cincinnati,Ohio,45217,US,United States of America,4423 Vine Street,,,,0,0,0,0,0,1,,,,,2024-02-26T22:26:39.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5248,St. Joseph Catholic Cemetery,,,,,39.10592,-84.57585,Cincinnati,Ohio,45205,US,United States of America,3819 West 8th Street,,,,0,0,0,0,0,1,,,,,2024-02-26T22:26:39.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,St. Mary's Catholic Cemetery,,,,,39.16898,-84.48896,Cincinnati,Ohio,45217,US,United States of America,701 E. Ross Ave,,,,0,0,0,0,0,1,,,,,2024-02-26T22:26:39.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,City of Columbia,,http://como.gov,+1 217-367-8119,,,,Columbia,Missouri,65205,US,United States of America,City of Columbia,,,,0,0,0,0,0,,,"City of Columbia, MO",,@CoMoGov,2024-02-26T22:26:39.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,Stonecrop Gardens,,http://stonecrop.org,(845) 265-2000,garden@stonecrop.org,41.43861,-73.87224,Cold Spring,New York,10516,US,United States of America,81 Stonecrop Lane,1,,"Mission Statement

Our mission is to uphold and demonstrate the highest standards of horticultural practice and to promote the use of such standards among amateur and professional gardeners through aesthetic displays and educational programs.",0,0,0,0,0,,,,,,2024-02-26T22:26:41.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,5,,,,,,,,
5252,SUNY Cobleskill Arboretum,,http://www.cobleskill.edu,,,42.67130,-74.49910,Cobleskill,New York,12043,US,United States of America,Plant Science Dept.,,,,0,0,0,0,0,,,,,,2024-02-26T22:26:41.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
5253,Surreybrooke,,http://www.surreybrooke.com,,webmail@surreybrooke.com,39.46890,-77.51399,Middletown,Maryland,21769,US,United States of America,8537 Hollow Road,,,,0,0,0,0,0,,,,,,2024-02-26T22:26:41.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5254,Teatown Lake Reservation,,http://teatown.org,(914) 762-2912,info@teatown.org;__primary,41.21125,-73.82688,Ossining,New York,10562,US,United States of America,1600 Spring Valley Road,1,1963,"Teatown Lake Reservation’s mission is to conserve open space and to educate and involve the regional community in order to sustain the diversity of wildlife, plants and habitats for future generations.",0,0,0,0,0,,BKL,,,,2024-02-26T22:26:41.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,338,,25000,200,,,,,
5255,Texas Discovery Gardens,,http://www.texasdiscoverygardens.org,(214) 428-7476,TDG@TexasDiscoveryGardens.org;__primary,32.77580,-96.76030,Dallas,Texas,75315,US,United States of America,P.O.Box 152537,1,1936,,0,0,0,0,0,,DALCC,,,,2024-11-06T13:22:19.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Government (State/County/Municipal),,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,2,,,200,,,,,
5256,The Arboretum at California University of Pennsylvania,,http://www.calu.edu/about-us/the-campus/arboretum/index.htm,,,40.06329,-79.88240,California,Pennsylvania,15419-1394,US,United States of America,Grounds Building,,,,0,0,0,0,0,,,,,,2024-02-26T22:26:41.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5257,The Arboretum at Linden Ponds,,,,msaunders618@comcast.net,42.19479,-70.91624,Hingham,Maine,02403,US,United States of America,303 Linden Ponds Way,,,,0,0,0,0,0,1,,,,,2024-11-06T13:23:11.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,The Betty Cary Arboretum of Germantown Friends School,,http://www.Germantownfriends.org,,arboretum@germantownfriends.org,40.03315,-75.17087,Philsdelphia,Pennsylvania,19144,US,United States of America,31 W. Coulter Street,,,,0,0,0,0,0,1,,,,,2024-02-26T22:26:42.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,The Bloedel Reserve,,http://bloedelreserve.org,(206) 842-7631,email@bloedelreserve.org,47.70797,-122.54711,BAINBRIDGE ISLAND,Washington,98110,US,United States of America,7571 NE. Dolphin Drive,1,1970,,0,0,0,0,0,,BLOED,,,,2024-11-06T13:25:37.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,34,,,,,,,,
5260,The Elizabethan Gardens,,http://elizabethangardens.org,(252) 473-3234,info@elizabethangardens.org;__primary,35.93763,-75.71120,Manteo,North Carolina,27954,US,United States of America,1411 National Park Drive,1,1955,,0,0,0,0,0,2,,,,,2024-11-06T20:45:04.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,The Elmhurst University Arboretum,,http://public.elmhurst.edu/collections/arboretum,,brucem@elmhurst.edu,41.89699,-87.94714,Elmhurst,Illinois,60126,US,United States of America,Elmhurst College,,,,81,0,0,0,0,,,,,,2024-02-26T22:26:42.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,The Frick Pittsburgh,,http://www.thefrickpittsburgh.org,,lbuker@frickpittsburh.org,40.44748,-79.90175,Pittsburgh,Pennsylvania,15208,US,United States of America,7227 Reynolds Street,,,,0,0,0,0,0,1,,,,,2024-11-06T20:45:31.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5263,The Gardens at Heather Farm,,http://www.gardenshf.org,,info@gardenshf.org,37.91888,-122.04406,Walnut Creek,California,94598,US,United States of America,1540 Marchbanks Drive,,,,0,0,0,0,0,,,,,,2024-02-26T22:26:42.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,The High Line,,http://www.thehighline.org,,info@thehighline.org,40.74799,-74.00476,New York,New York,10011,US,United States of America,Friends of the High Line,,,,0,0,0,0,0,,,,,,2024-02-26T22:26:43.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,The Hudson Gardens,,http://www.hudsongardens.org,,info@hudsongardens.org,39.60470,-105.02207,Littleton,Colorado,80210,US,United States of America,6115 South Santa Fe Drive,1,1996,"The Hudson Gardens & Event Center is Colorado's premier outdoor regional display garden and event venue. The Gardens reflect the multitude of plants, flowers and trees and thrive in the dry Colorado climate, and include land that varies from high, dry prairie to wetlands near the river. Thirty acres of gardens are arranged in a continuous flow featuring ponds, wildlife, sculpture, a garden railroad, adventure hideaways and spectacular natural displays along a mile-and-a-quarter walking path. Qui",0,0,0,0,0,,,,,,2024-02-26T22:26:43.000000Z,BGCI GardenSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,Botanic Garden/Arboretum,,,,,,,,,,,,,,,,,,12,,,,,,,,
