source,osm_id,osm_type,tourism,name,lat,lon,region,electric_hookup,water_hookup,sewer,hookup,caravans,motorhome,capacity,fee,phone,website,opening_hours,country,addr_city,all_tags
OpenStreetMap,430518890,way,camp_site,Les Jardines D’Agathe,43.2877778,3.4716552,europe,,,,,yes,yes,,yes,+33 4 67 01 67 36,https://www.camping-lesjardinsdagathe.com/,,,,"{""access"": ""customers"", ""backcountry"": ""no"", ""dog"": ""leashed"", ""drinking_water"": ""yes"", ""email"": ""contact@camping-lesjardinsdagathe.com"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""lit"": ""yes"", ""old_name"": ""Les Mimosas"", ""picnic_table"": ""yes"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""shower"": ""yes"", ""static_caravans"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes"", ""wheelchair"": ""limited""}"
OpenStreetMap,430606824,way,camp_site,L'Argentière,43.2563804,6.5135736,europe,,,,,yes,,,,,,,,,"{""drinking_water"": ""yes"", ""landuse"": ""tourism"", ""operator"": ""Sun\u00ealia"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""shower"": ""yes"", ""stars"": ""4"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,430663013,way,caravan_site,Parco camper La Torre,40.2783261,18.4150796,europe,,,,,,designated,,yes,,https://www.parcocamperlatorre.it/,24/7,,,"{""addr:street"": ""Via Dubrovnik"", ""bbq"": ""yes"", ""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""beach"", ""dog"": ""yes"", ""email"": ""info@parcocamperlatorre.it"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""mobile"": ""+39 333 333 1015"", ""power_supply"": ""yes"", ""power_supply:maxcurrent"": ""16"", ""reservation"": ""yes"", ""shower"": ""yes"", ""socket:cee_blue"": ""yes"", ""toilets"": ""yes"", ""water_point"": ""yes""}"
OpenStreetMap,430790711,way,camp_site,Camping le Fontanelle,44.583096,9.2734081,europe,,,,,yes,yes,,yes,+39 010 955114,https://www.campeggiolefontanelle.it/,,,Rovegno,"{""addr:housenumber"": ""17"", ""addr:street"": ""Via alla Baracchina"", ""cabins"": ""yes"", ""dog"": ""yes"", ""email"": ""info@campeggiofontanelle.it"", ""power_supply"": ""yes"", ""socket:cee_blue"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,430803759,way,caravan_site,Saxon Park,54.2433182,-0.4272309,europe,,,,,,,,,,,,GB,Scarborough,"{""addr:postcode"": ""YO12 4ND"", ""addr:street"": ""Seamer Road"", ""addr:suburb"": ""Crossgates""}"
OpenStreetMap,430809625,way,camp_site,Camping Le Ginestre,43.4495521,11.7891881,europe,,,,,yes,yes,,yes,+39 353 4488075,http://www.campingleginestre.it,,,,"{""cabins"": ""yes"", ""capacity:caravans"": ""40"", ""capacity:tents"": ""40"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""socket:cee_blue"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,430862858,way,caravan_site,"Borgviks hamncafé, camping och gästhamn",59.3485826,12.954365,europe,,,,,,,,,,http://www.hamncafe.se/gasthamn-och-stallplatser/,,,,"{""power_supply"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,430898574,way,camp_site,Trollstigen-Resort,62.5181778,7.6913992,europe,,,,,yes,,,yes,,http://www.trollstigenresort.com/,,,,"{""operator"": ""Borton Overseas Norway AS"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,430903020,way,camp_site,Camping du Chevremont,48.1184434,7.1311878,europe,,,,,yes,,,,,https://chevremont.pagesperso-orange.fr/camping.htm,,,,"{""source"": ""survey"", ""tents"": ""yes""}"
OpenStreetMap,430998241,way,camp_site,de Zeester,51.7006928,3.8847827,europe,,,,,yes,,20,,+31 111 691 362,https://www.hendrikahoeve.com,,,,"{""cabins"": ""yes"", ""email"": ""info@hendrikahoeve.com"", ""landcover"": ""grass"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,431054634,way,camp_site,Area sosta camper Il Chiaro,43.0506025,11.9579709,europe,,,,,,yes,,,+39 3284188681;+39 3273272668,https://www.ilchiaro.it/,,,Chiusi,"{""addr:street"": ""Localit\u00e0 Sbarchino Lago"", ""bbq"": ""yes"", ""caravan"": ""yes"", ""contact:email"": ""info@ilchiaro.it"", ""contact:phone"": ""+39 3284188681;+39 3273272668"", ""contact:website"": ""https://www.ilchiaro.it/"", ""contact:whatsapp"": ""+39 3284188681"", ""dog"": ""leashed"", ""openfire"": ""no"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,431069769,way,camp_site,Côté Ô Port Manec'h,47.8046083,-3.7454436,europe,,,,,yes,,,,,https://www.cote-o.fr/port-manech/,,,,"{""addr:housenumber"": ""2"", ""addr:place"": ""Kercouliou"", ""cabins"": ""yes"", ""operator"": ""C\u00f4t\u00e9 \u00d4"", ""ref:FR:NAF"": ""55.30Z"", ""ref:FR:SIREN"": ""839124864"", ""ref:FR:SIRET"": ""83912486400027"", ""source"": ""INSEE - 2025-07"", ""stars"": ""4"", ""swimming_pool"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,431102282,way,camp_site,Villaggio Camping delle Rose,44.1661751,12.4337875,europe,,,,,yes,yes,,yes,+39 0547 86213,https://www.villaggiorose.com/,,,Gatteo a Mare,"{""addr:housenumber"": ""29"", ""addr:postcode"": ""47043"", ""addr:street"": ""Via Nazionale Adriatica"", ""cabins"": ""yes"", ""dog"": ""yes"", ""email"": ""info@villaggiorose.com"", ""power_supply"": ""yes"", ""power_supply:maxcurrent"": ""6"", ""shower"": ""yes"", ""socket:cee_blue"": ""yes"", ""stars"": ""3"", ""tents"": ""yes"", ""toilets"": ""yes"", ""toilets:wheelchair"": ""yes"", ""wheelchair"": ""yes""}"
OpenStreetMap,431102976,way,camp_site,Happy Camping Village,44.161039,12.449149,europe,,,,,yes,yes,,yes,,https://www.happycamping.it/,,,Bellaria-Igea Marina,"{""addr:housenumber"": ""228"", ""addr:postcode"": ""47841"", ""addr:street"": ""Via Alfredo Panzini"", ""capacity:caravans"": ""160"", ""dog"": ""leashed"", ""power_supply"": ""yes"", ""power_supply:maxcurrent"": ""6"", ""sanitary_dump_station"": ""yes"", ""socket:cee_blue"": ""yes"", ""stars"": ""4"", ""tents"": ""yes""}"
OpenStreetMap,431135407,way,camp_site,Kilpisjärven Retkeilykeskus,69.048221,20.8006568,europe,,,,,yes,,114,yes,+358 407789445,https://www.kilpisjarvenretkeilykeskus.fi/,Mar 7-May 3: Mo-Su 07:00-23:00; Jun 2-Sep 27: Mo-Su 07:00-23:00,,Kilpisjärvi,"{""access"": ""yes"", ""addr:housenumber"": ""14663"", ""addr:postcode"": ""99490"", ""addr:street"": ""K\u00e4sivarrentie"", ""cabins"": ""yes"", ""dog"": ""leashed"", ""drinking_water"": ""yes"", ""email"": ""info@kilpisjarvenretkeilykeskus.fi"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""kitchen"": ""yes"", ""operator"": ""Kilpisj\u00e4rven Retkeilykeskus Oy"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""picnic_table"": ""yes"", ""power_supply"": ""yes"", ""reservation"": ""no"", ""sanitary_dump_station"": ""yes"", ""sauna"": ""yes"", ""shower"": ""yes"", ""static_caravans"": ""no"", ""tents"": ""yes"", ""toilets"": ""yes"", ""washing_machine"": ""yes""}"
OpenStreetMap,431150485,way,camp_site,Stella Maris,45.4521448,13.5224694,europe,,,,,yes,,,,,https://www.istracamping.com/camping/stella-maris/description,,,,"{""drinking_water"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,431159371,way,camp_site,Finida,45.3927405,13.5397804,europe,,,,,yes,,,,+385 52 713 950,https://www.istracamping.com/de/campingplatze/finida,,HR,Umag,"{""addr:housenumber"": ""55a"", ""addr:postcode"": ""52470"", ""addr:street"": ""Kri\u017eine"", ""charge"": ""19\u20ac"", ""email"": ""finida@istracamping.com"", ""tents"": ""yes""}"
OpenStreetMap,431220569,way,caravan_site,,43.301054,10.5012862,europe,,,,,,,,yes,,,,,,{}
OpenStreetMap,431250127,way,caravan_site,Wohnmobilstellplatz Renchen-Ulm,48.5813648,8.0450994,europe,,,,,no,,12,yes,,https://www.renchen.de/tourismus/freizeit/wohnmobilstellplatz/,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""village"", ""charge"": ""10 EUR"", ""dog"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""operator"": ""Stadt Renchen"", ""power_supply"": ""yes"", ""power_supply:charge"": ""1 EUR/1 KWh"", ""power_supply:fee"": ""yes"", ""tents"": ""no"", ""water_point"": ""yes"", ""water_point:charge"": ""1 EUR/100 liter""}"
OpenStreetMap,431428115,way,camp_site,Namsos camping,64.4748209,11.5795236,europe,,,,,yes,,,,+47 74 27 53 44,https://www.namsos-camping.no/,Mo-Fr 08:00-15:00; Sa-Su 00:00-24:00,,,"{""cabins"": ""yes"", ""drinking_water"": ""yes"", ""email"": ""booking@namsos-camping.no"", ""internet_access"": ""wlan"", ""level"": ""0"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes"", ""wheelchair"": ""yes""}"
OpenStreetMap,431432986,way,caravan_site,,50.8684795,-1.3390112,europe,,,,,,,,,,,,,,{}
OpenStreetMap,431496750,way,caravan_site,Aire du Fourneau Saint Michel,50.0845542,5.3391806,europe,,,,,,,,no,,https://www.foretdesainthubert-tourisme.be/en/mobilhomes/HBG-A0-0066-44UJ&type=26/,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""forest"", ""indoor"": ""no"", ""power_supply"": ""yes"", ""power_supply:fee"": ""yes"", ""sanitary_dump_station"": ""yes"", ""seasonal"": ""no"", ""tents"": ""no"", ""water_point"": ""yes""}"
OpenStreetMap,431496806,way,caravan_site,Riverside Touring & Hol. Park,50.8694013,-1.3139502,europe,,,,,,,,,,,,,,{}
OpenStreetMap,431520850,way,caravan_site,,41.8638846,19.4128304,europe,,,,,,,,,,,,,,{}
OpenStreetMap,431520853,way,caravan_site,,41.8630476,19.4177271,europe,,,,,,,,,,,,,,"{""source"": ""bing;mapbox-satellite;survey;gps;knowledge;local-info"", ""source_ref:url"": ""https://www.flickr.com/photos/openstreetmap-albania/sets/72157659375104041"", ""wheelchair"": ""limited""}"
OpenStreetMap,431525856,way,caravan_site,Autokemp Ostrá,50.1758695,14.896075,europe,,,,,,,,,,,,,,{}
OpenStreetMap,431568223,way,camp_site,Vakantiecentrum Sonnevanck,52.81861,6.4810375,europe,,,,,yes,,,,+31 593 562 214,https://www.vakantiecentrumsonnevanck.nl,,,Spier,"{""addr:housenumber"": ""9"", ""addr:postcode"": ""9417TD"", ""addr:street"": ""Wijsterseweg"", ""cabins"": ""yes"", ""email"": ""info@vakantiecentrumsonnevanck.nl"", ""tents"": ""yes""}"
OpenStreetMap,431584524,way,camp_site,Holm Camping,65.1872832,12.1433634,europe,,,,,yes,,,,+47 75 031242;+47 480 63820,https://holmcamping.no/,,,,"{""tents"": ""yes""}"
OpenStreetMap,431588961,way,caravan_site,Kamping - Laguna e Vilunit,41.8633047,19.442156,europe,,,,,,,,yes,+355672341386,www.laguna.com,,,,"{""barrier"": ""fence"", ""fence_type"": ""wire"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""payment:coins"": ""yes"", ""payment:credit_cards"": ""no"", ""payment:cryptocurrencies"": ""no"", ""payment:debit_cards"": ""no"", ""payment:electronic_purses"": ""no"", ""payment:notes"": ""yes"", ""power_supply"": ""yes"", ""smoking"": ""outside"", ""source"": ""bing;survey;gps"", ""source_ref:url"": ""https://www.flickr.com/photos/134902422@N04/map?&fLat=41.9559&fLon=19.4337&zl=11&order_by=recent"", ""tents"": ""yes"", ""wheelchair"": ""limited""}"
OpenStreetMap,431599966,way,caravan_site,"Wohnmobilehafen des Campingplatzes ""Grüne Insel Tanzwerder""",51.417046,9.6472224,europe,,,,,,,,yes,,https://www.camping-und-kanu.de/,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""camp_site;river"", ""charge"": ""28 EUR"", ""dog"": ""yes"", ""dog:charge"": ""3 EUR"", ""dog:fee"": ""yes"", ""maxweight"": ""3.5"", ""power_supply"": ""yes"", ""power_supply:charge"": ""5 EUR"", ""power_supply:fee"": ""yes"", ""power_supply:maxcurrent"": ""6"", ""reservation"": ""no"", ""seasonal"": ""yes""}"
OpenStreetMap,431599967,way,camp_site,Grüne Insel Tanzwerder,51.4155222,9.6471732,europe,,,,,yes,,,yes,,https://www.camping-und-kanu.de/,,DE,Hann. Münden,"{""addr:housenumber"": ""1"", ""addr:postcode"": ""34346"", ""addr:street"": ""Tanzwerder"", ""operator"": ""Busch Freizeit & Touristik GmbH"", ""seasonal"": ""yes"", ""tents"": ""yes"", ""wheelchair"": ""limited""}"
OpenStreetMap,431601108,way,camp_site,Camping am Wolletzsee,53.0218766,13.9445006,europe,,,,,yes,,,yes,+4915229153120,https://www.acvw.de,,,Angermünde,"{""addr:postcode"": ""16278"", ""addr:street"": ""Zum Wolletzsee"", ""dog"": ""no"", ""operator"": ""Angerm\u00fcnder Campingverein Wolletzsee e.V."", ""tents"": ""yes"", ""wikidata"": ""Q123413345""}"
OpenStreetMap,431626983,way,camp_site,Aire de bivouac des Chapieux,45.6955297,6.734466,europe,,,,,yes,,,no,,,,,,"{""backcountry"": ""yes"", ""description"": ""Bivouac \u00e0 prix libre avec eau et toilettes"", ""tents"": ""yes""}"
OpenStreetMap,431794577,way,caravan_site,,53.4932513,-0.3596653,europe,,,,,,,,,,,,,,{}
OpenStreetMap,431794587,way,caravan_site,,53.4801814,-0.3699343,europe,,,,,,,,,,,,,,{}
OpenStreetMap,431826753,way,caravan_site,Area sosta camper Prà Grando,45.935639,11.2714822,europe,,,,,,designated,42,yes,,https://m.facebook.com/PraGrando/,,,Cappella,"{""access"": ""customers"", ""addr:housenumber"": ""9/1"", ""addr:street"": ""Via Padova"", ""bbq"": ""yes"", ""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""village"", ""charge"": ""20 EUR"", ""power_supply"": ""yes"", ""surface"": ""unpaved"", ""water_point"": ""yes""}"
OpenStreetMap,431852004,way,camp_site,Camping International Castel Fusano,41.7054016,12.3406224,europe,,,,,yes,yes,,yes,+39 06 562 3304,https://www.romacampingcastelfusano.it/,Apr 1 - Oct 31,,Lido di Ostia,"{""addr:housenumber"": ""132"", ""addr:postcode"": ""00122"", ""addr:street"": ""Via Litoranea"", ""barrier"": ""fence"", ""cabins"": ""yes"", ""dog"": ""yes"", ""drinking_water"": ""yes"", ""email"": ""info@romacampingcastelfusano.it"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""mobile"": ""+39 347 734 2866"", ""power_supply"": ""yes"", ""reservation"": ""yes"", ""shower"": ""yes"", ""socket:cee_blue"": ""yes"", ""static_caravans"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,431960691,way,camp_site,Campingparadies Dahmen,53.6615198,12.5857094,europe,,,,,yes,,,yes,+49 39933 733753,https://campingparadies-dahmen.de/,,,Dahmen,"{""addr:housenumber"": ""1"", ""addr:postcode"": ""17166"", ""addr:street"": ""Am Erlengrund"", ""capacity:caravans"": ""80"", ""capacity:tents"": ""40"", ""check_date"": ""2022-12-25"", ""email"": ""Campingparadies-Dahmen@t-online.de"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""mobile"": ""+49 173 6304631"", ""tents"": ""yes""}"
OpenStreetMap,432380527,way,caravan_site,Wohnmobilstellplatz Am Gradierwerk,50.7336301,12.6975043,europe,,,,,,,15,yes,,,,,Oelsnitz/Erzgeb.,"{""addr:postcode"": ""09376"", ""addr:street"": ""Hinterm Hedwigschacht"", ""internet_access"": ""no"", ""operator"": ""Stadtverwaltung Oelsnitz/Erzgeb."", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""wheelchair"": ""yes""}"
OpenStreetMap,432383430,way,caravan_site,Wohnmobilstellplatz Röthlein,49.9872331,10.216081,europe,,,,,,,6,no,,https://www.frankentourismus.de/poi/wohnmobilstellplatz_roethlein-3685/,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""village"", ""description"": ""Ver- und Entsorgung in Schwebheim, Gottlieb Daimler Stra\u00dfe 3, bei Fa. Alde"", ""internet_access"": ""no"", ""operator"": ""Gemeinde R\u00f6thlein"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no"", ""toilets"": ""no"", ""water_point"": ""no""}"
OpenStreetMap,432571818,way,caravan_site,Area Sosta Camper Il Saraceno,40.2922755,17.7659481,europe,,,,,,,18,yes,+39 348 6406522,https://www.facebook.com/p/Area-Camper-Il-Saraceno-Punta-Prosciutto-100064391541681,,,Porto Cesareo,"{""addr:postcode"": ""74020"", ""addr:street"": ""Via Zaccaria Treves"", ""dog"": ""y"", ""note"": ""Open April - September"", ""power_supply"": ""yes"", ""power_supply:maxcurrent"": ""2"", ""sanitary_dump_station"": ""yes"", ""socket:cee_blue"": ""yes""}"
OpenStreetMap,432632522,way,caravan_site,Aarøsund Autocamper Plads,55.2626511,9.7068546,europe,,,,,,,,yes,,https://årøsundlystbaadehavn.dk/parkering-autocamper-p-plads/,,,,"{""charge"": ""165 DKK"", ""drinking_water"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""operator"": ""Aar\u00f8sund Lystb\u00e5dehavn"", ""permanent_camping"": ""yes"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""customers"", ""toilets"": ""yes""}"
OpenStreetMap,432635318,way,camp_site,Екокампинг Фрушка гора,45.1747534,19.9300853,europe,,,,,yes,,,yes,+381 60 2201234,http://campingfruskagora.com,,,,"{""barrier"": ""fence"", ""int_name"": ""Ekokamping Fruska gora"", ""name:sr"": ""\u0415\u043a\u043e\u043a\u0430\u043c\u043f\u0438\u043d\u0433 \u0424\u0440\u0443\u0448\u043a\u0430 \u0433\u043e\u0440\u0430"", ""name:sr-Latn"": ""Ecocamping Fru\u0161ka gora"", ""static_caravans"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,432689456,way,camp_site,Waldcamping Landquart,46.9712644,9.5961865,europe,,,,,yes,,,yes,,https://www.waldcamping.ch/,,,Landquart,"{""addr:housenumber"": ""21"", ""addr:postcode"": ""7302"", ""addr:street"": ""Ganda"", ""tents"": ""yes""}"
OpenStreetMap,432729053,way,camp_site,Camp Anica Kuk,44.2894689,15.4537314,europe,,,,,yes,,,,+38 523369275,https://www.camp-paklenica.com/,,,,"{""contact:website"": ""https://www.camp-paklenica.com/"", ""drinking_water"": ""yes"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes"", ""wheelchair"": ""yes""}"
OpenStreetMap,432733909,way,caravan_site,Maes Elwy Caravan Park,53.2376323,-3.4367859,europe,,,,,no,,,,,,,,St Asaph,"{""addr:postcode"": ""LL17 0BE"", ""addr:street"": ""Upper Denbigh Road"", ""check_date"": ""2021-02-21"", ""contact:facebook"": ""https://www.facebook.com/maeselwy/"", ""static_caravans"": ""yes"", ""tents"": ""no""}"
OpenStreetMap,432760423,way,camp_site,Avasund Fiske & Camp,65.1011525,17.2198284,europe,,,,,yes,,,,+46 951 10345,http://www.avasund.se/,,SE,Storuman,"{""addr:housenumber"": ""110"", ""addr:postcode"": ""92399"", ""addr:street"": ""Avasund"", ""drinking_water"": ""yes"", ""email"": ""avasund@live.se"", ""power_supply"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,432768838,way,camp_site,Lampenhäusl Camping,47.2239768,12.8270566,europe,,,,,yes,,,yes,+43 6546 2150,https://www.lampenhaeusl.at/,,AT,Taxenbacher-Fusch,"{""addr:housenumber"": ""z15"", ""addr:postcode"": ""5672"", ""addr:street"": ""Gro\u00dfglockner Hochalpenstra\u00dfe"", ""drinking_water"": ""yes"", ""email"": ""hotel@lampenhaeusl.at"", ""lastcheck"": ""2016-07-23"", ""operator"": ""Hotel Lampenh\u00e4usl GmbH & Co KG"", ""power_supply"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,432773928,way,caravan_site,Wohnmobilstellplatz Ancker Yachting,54.6681143,9.9362742,europe,,,,,,,60,yes,+49 4642 1563,https://ancker-yachting.de/wohnmobile/,,DE,Kappeln,"{""addr:housenumber"": ""23a"", ""addr:postcode"": ""24376"", ""addr:street"": ""Am Hafen"", ""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""harbour"", ""charge"": ""18 EUR"", ""charge:conditional"": ""22 EUR @(length> 8)"", ""contact:phone"": ""+49 4642 1563"", ""dog"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""operator"": ""Ancker Yachting GmbH"", ""power_supply"": ""yes"", ""power_supply:charge"": ""0.6 EUR/kWh"", ""power_supply:fee"": ""yes"", ""reservation"": ""no"", ""sanitary_dump_station"": ""customers"", ""shower"": ""yes"", ""surface"": ""gravel"", ""toilets"": ""yes"", ""toilets:wheelchair"": ""yes"", ""water_point"": ""yes"", ""water_point:fee"": ""no"", ""wheelchair"": ""limited""}"
OpenStreetMap,432785771,way,camp_site,Björkebo Camping,60.3470545,13.3380558,europe,,,,,yes,,,,+46 563 85086,https://www.bjoerkebo-camping.com/,,,,"{""cabins"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,432869025,way,camp_site,Kriekenboogerd,51.7934223,4.3873247,europe,,,,,yes,,29,,+31 186 615 732,https://www.kriekenboogerd.nl/accommodaties/plattelandscamping,,,,"{""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,432894898,way,caravan_site,,42.0874143,-8.4137755,europe,,,,,,,2,,,,,,,"{""operator"": ""Concello de As Neves""}"
OpenStreetMap,432912773,way,caravan_site,Area Camper Sappada,46.5621924,12.6799948,europe,,,,,,,,yes,+39 340 9962726,https://www.campersappada.it/,24/7,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""mountains;skiing"", ""charge"": ""20 EUR"", ""email"": ""info@campersappada.it"", ""facebook"": ""https://www.facebook.com/p/Area-Sosta-Camper-Sappada-100064244941279/"", ""lit"": ""yes"", ""power_supply"": ""yes"", ""power_supply:fee"": ""yes"", ""sanitary_dump_station"": ""yes"", ""seasonal"": ""no"", ""water_point"": ""yes""}"
OpenStreetMap,432913839,way,camp_site,La Buidonnière,45.2235907,6.7445757,europe,,,,,yes,yes,140,yes,+33 4 79 20 35 58,https://www.camping-aussois.com,May 06-Apr 23 Mo-Sa 08:30-11:30; May 06-Apr 23 We off,,,"{""dog"": ""leashed"", ""drinking_water"": ""yes"", ""email"": ""contact@camping-aussois.com"", ""internet_access"": ""wlan"", ""power_supply"": ""yes"", ""reservation"": ""yes"", ""sanitary_dump_station"": ""customers"", ""shower"": ""hot"", ""source"": ""knowledge"", ""stars"": ""3"", ""tents"": ""yes"", ""toilets"": ""yes"", ""washing_machine"": ""yes"", ""wheelchair"": ""yes""}"
OpenStreetMap,432919999,way,caravan_site,Wohnmobilstellplatz Freistatt,52.6265739,8.6526495,europe,,,,,,,,,,,,,Freistatt,"{""addr:postcode"": ""27259"", ""addr:street"": ""Badeweg"", ""description"": ""Wohnmobilstellplatz am ehemaligen Freibad Freistatt""}"
OpenStreetMap,432940203,way,camp_site,Oldevatn,61.7582199,6.811561,europe,,,,,yes,,,,,,,,,"{""tents"": ""yes""}"
OpenStreetMap,432959453,way,camp_site,Camping Municipal Les Roches,43.7613012,6.154758,europe,,,,,yes,,193,yes,+33 4 92 77 78 99,https://www.stecroixduverdon-tourisme.fr/campings/camping-municipal-les-roches/,Oct 10-Apr 31 off,,,"{""addr:street"": ""Route du Bord du Lac"", ""drinking_water"": ""yes"", ""internet_access"": ""wlan"", ""operator"": ""Commune de Sainte-Croix-du-Verdon"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""shower"": ""yes"", ""stars"": ""2"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,432982378,way,caravan_site,Wohnmobilstellplatz Am Weserstein,51.4200804,9.6485093,europe,,,,,,,30,yes,,https://hann.muenden-erlebnisregion.de/poi/wohnmobilstellplatz-am-weserstein,24/7,DE,Hann. Münden,"{""addr:postcode"": ""34346"", ""addr:street"": ""Gustav-Blume-Weg"", ""area"": ""yes"", ""cabins"": ""no"", ""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""river;town"", ""charge"": ""15 EUR/24 hours"", ""operator"": ""Stadt Hanne.M\u00fcnden"", ""power_supply"": ""yes"", ""power_supply:capacity"": ""16"", ""power_supply:charge"": ""1 EUR/8 hours"", ""power_supply:fee"": ""yes"", ""reservation"": ""no"", ""sanitary_dump_station"": ""yes"", ""sanitary_dump_station:charge"": ""1 EUR"", ""sanitary_dump_station:fee"": ""yes"", ""shower"": ""no"", ""tents"": ""no"", ""toilets"": ""yes"", ""water_point"": ""yes"", ""wheelchair"": ""yes""}"
OpenStreetMap,432986716,way,caravan_site,Aire de Stationnement Turckheim,48.0853695,7.2768762,europe,,,,,,,20,yes,+33 389 271808,https://www.visit.alsace/235015947-aire-de-stationnement-pour-camping-car/,,,,"{""caravan_site"": ""motorhome_stopover"", ""caravan_site:type"": ""river"", ""description"": ""5 EUR"", ""email"": ""marie-turckheim@calixo.net"", ""internet_access"": ""no"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no"", ""shower"": ""no"", ""surface"": ""fine_gravel"", ""tents"": ""no"", ""toilets"": ""no"", ""water_point"": ""no""}"
OpenStreetMap,433003323,way,camp_site,Le Clos Fleury,51.0081164,2.5194284,europe,,,,,yes,,,,+33 6 75 88 44 23,https://www.leclosfleuridhelene.net/,,,Warhem,"{""addr:housenumber"": ""106"", ""addr:postcode"": ""59380"", ""addr:street"": ""Route d'Uxem"", ""contact:email"": ""le-clos-fleuri-d-helene@orange.fr"", ""contact:phone"": ""+33 6 75 88 44 23"", ""contact:website"": ""https://www.leclosfleuridhelene.net/"", ""official_name"": ""Le Clos Fleuri d'H\u00e9l\u00e8ne"", ""static_caravans"": ""yes"", ""wheelchair"": ""yes""}"
OpenStreetMap,433050867,way,camp_site,Camping Pontegobbo,44.7510976,9.381701,europe,,,,,yes,yes,,yes,,https://www.campingpontegobbo.com/,,,,"{""dog"": ""yes"", ""power_supply"": ""yes"", ""shower"": ""yes"", ""socket:cee_blue"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,433051539,way,camp_site,Camping du Bois d’Amour,48.7127316,-3.1364747,europe,,,,,yes,,,,+33 2 96 95 62 62,https://www.quemper-guezennec.com/site/spip.php?article15,,,,"{""operator"": ""Mairie de Quemper-Gu\u00e9zennec"", ""tents"": ""yes""}"
